date,shift_id,postcode,volunteer_hours,attended,demand,event_id,event_name,event_type
2022-12-17,50903,LS10 1LT,186.0,62,85,10182,Induction/Training December,
2022-12-17,50936,LS10 1LT,3.6,1,5,10182,Induction/Training December,
2022-12-21,60928,,16.0,8,30,10184,EXPLORE: Introduction to Inclusive Practice,
2023-01-03,61888,,43.5,58,260,11342,EXPLORE: The Awakening with Kully Thiarai and Alan Lane,
2023-01-07,61344,LS6 3BR,405.0,54,100,11287,THE AWAKENING - OPENING CEREMONY,LEEDS 2023 Events
2023-01-07,61345,LS6 3BR,434.0,62,100,11287,THE AWAKENING - OPENING CEREMONY,LEEDS 2023 Events
2023-01-07,61371,LS6 3BR,153.529,18,17,11293,THE AWAKENING - OPENING CEREMONY SUPPORT TEAM LEADERS,LEEDS 2023 Events
2023-01-11,60734,LS10 1NE,2.0,5,5,11190,Meet the Team Winter 2023,
2023-01-11,60736,LS10 1NE,0.8,2,5,11190,Meet the Team Winter 2023,
2023-01-11,60737,LS10 1NE,1.6,4,5,11190,Meet the Team Winter 2023,
2023-01-11,60738,LS10 1NE,1.2,3,5,11190,Meet the Team Winter 2023,
2023-01-11,60739,LS10 1NE,2.0,5,5,11190,Meet the Team Winter 2023,
2023-01-11,60740,LS10 1NE,1.2,3,5,11190,Meet the Team Winter 2023,
2023-01-11,60741,LS10 1NE,2.0,5,5,11190,Meet the Team Winter 2023,
2023-01-11,60742,LS10 1NE,1.2,3,5,11190,Meet the Team Winter 2023,
2023-01-11,60744,LS10 1NE,0.8,2,5,11190,Meet the Team Winter 2023,
2023-01-11,60745,LS10 1NE,0.8,2,5,11190,Meet the Team Winter 2023,
2023-01-11,61156,LS10 1NE,15.0,3,5,11259,Meet the Team Support January 2023,
2023-01-12,60747,LS10 1NE,0.8,2,5,11190,Meet the Team Winter 2023,
2023-01-12,60748,LS10 1NE,0.8,2,5,11190,Meet the Team Winter 2023,
2023-01-12,60749,LS10 1NE,1.2,3,5,11190,Meet the Team Winter 2023,
2023-01-12,60750,LS10 1NE,0.4,1,5,11190,Meet the Team Winter 2023,
2023-01-12,60752,LS10 1NE,0.4,1,5,11190,Meet the Team Winter 2023,
2023-01-12,60754,LS10 1NE,0.4,1,5,11190,Meet the Team Winter 2023,
2023-01-12,60755,LS10 1NE,0.4,1,5,11190,Meet the Team Winter 2023,
2023-01-12,60756,LS10 1NE,1.6,4,5,11190,Meet the Team Winter 2023,
2023-01-12,60757,LS10 1NE,0.4,1,5,11190,Meet the Team Winter 2023,
2023-01-12,60758,LS10 1NE,1.2,3,5,11190,Meet the Team Winter 2023,
2023-01-12,61158,LS10 1NE,25.0,5,5,11259,Meet the Team Support January 2023,
2023-01-23,63487,,36.0,18,30,10184,EXPLORE: Introduction to Inclusive Practice,
2023-02-01,60764,LS10 1NE,105.0,35,50,11194,Induction/Training Wave 2B,
2023-02-01,61944,LS10 1NE,16.0,4,5,11348,Induction Support February 2023,
2023-02-02,60766,LS10 1NE,54.0,18,50,11194,Induction/Training Wave 2B,
2023-02-02,61945,LS10 1NE,16.0,4,5,11348,Induction Support February 2023,
2023-02-04,60767,LS10 1NE,132.0,44,50,11194,Induction/Training Wave 2B,
2023-02-04,61946,LS10 1NE,16.0,4,5,11348,Induction Support February 2023,
2023-02-04,61947,LS10 1NE,11.2,4,5,11348,Induction Support February 2023,
2023-02-04,64353,LS10 1NE,18.5,37,50,11766,Volunteer Uniform Collection,
2023-02-04,64360,LS10 1NE,2.0,4,50,11766,Volunteer Uniform Collection,
2023-02-04,64361,LS10 1NE,0.5,1,50,11766,Volunteer Uniform Collection,
2023-02-04,64362,LS10 1NE,3.0,6,50,11766,Volunteer Uniform Collection,
2023-02-06,67904,LS10 1NE,9.0,6,8,12145,Waking the Artist - Beat 1,LEEDS 2023 Events
2023-02-07,64363,LS10 1NE,9.0,18,30,11766,Volunteer Uniform Collection,
2023-02-07,64364,LS10 1NE,0.5,1,30,11766,Volunteer Uniform Collection,
2023-02-07,64365,LS10 1NE,3.0,6,30,11766,Volunteer Uniform Collection,
2023-02-07,64366,LS10 1NE,7.0,14,30,11766,Volunteer Uniform Collection,
2023-02-08,70035,,1.0,1,1,12334,Usability Testing LEEDS 2023 ONLINE,LEEDS 2023 Events
2023-02-08,70036,,1.0,1,1,12334,Usability Testing LEEDS 2023 ONLINE,LEEDS 2023 Events
2023-02-08,70037,,1.0,1,1,12334,Usability Testing LEEDS 2023 ONLINE,LEEDS 2023 Events
2023-02-10,70038,,1.0,1,1,12334,Usability Testing LEEDS 2023 ONLINE,LEEDS 2023 Events
2023-02-10,70040,,1.0,1,1,12334,Usability Testing LEEDS 2023 ONLINE,LEEDS 2023 Events
2023-02-16,63488,,18.0,9,30,10184,EXPLORE: Introduction to Inclusive Practice,
2023-02-16,64367,LS10 1NE,1.5,3,30,11766,Volunteer Uniform Collection,
2023-02-16,64368,LS10 1NE,2.0,4,30,11766,Volunteer Uniform Collection,
2023-02-16,64369,LS10 1NE,0.5,1,30,11766,Volunteer Uniform Collection,
2023-02-16,64371,LS10 1NE,2.0,4,30,11766,Volunteer Uniform Collection,
2023-02-16,67873,LS1 5AT,20.0,5,5,12115,Trinity Unit Launch,LEEDS 2023 Events
2023-02-17,68408,LS1 5AT,10.0,2,2,12141,Trinity Unit (Rolling Shifts) Volunteer Ambassadors,LEEDS 2023 Events
2023-02-18,68409,LS1 5AT,10.0,2,2,12141,Trinity Unit (Rolling Shifts) Volunteer Ambassadors,LEEDS 2023 Events
2023-02-19,68410,LS1 5AT,5.0,1,2,12141,Trinity Unit (Rolling Shifts) Volunteer Ambassadors,LEEDS 2023 Events
2023-02-22,63489,,4.0,2,30,10184,EXPLORE: Introduction to Inclusive Practice,
2023-02-22,69356,LS10 1NE,30.0,15,30,12298,EXPLORE: Waking the Artist,
2023-02-23,71664,LS6 1AQ,2.0,1,6,12558,Volunteer Recruitment Roadshow,LEEDS 2023 Events
2023-02-24,68412,LS1 5AT,10.0,2,2,12141,Trinity Unit (Rolling Shifts) Volunteer Ambassadors,LEEDS 2023 Events
2023-03-01,69369,LS11 9RQ,58.0,29,200,12299,EXPLORE: The Magician Private Screening and Q&A,
2023-03-02,71671,LS2 7HY,6.0,2,6,12558,Volunteer Recruitment Roadshow,LEEDS 2023 Events
2023-03-03,68352,LS11,21.0,6,8,12150,The Magician Screenings,Partner Events
2023-03-03,68416,LS1 5AT,5.0,1,2,12141,Trinity Unit (Rolling Shifts) Volunteer Ambassadors,LEEDS 2023 Events
2023-03-04,68353,LS11,21.0,6,8,12150,The Magician Screenings,Partner Events
2023-03-04,68421,LS1 5AT,5.0,1,2,12141,Trinity Unit (Rolling Shifts) Volunteer Ambassadors,LEEDS 2023 Events
2023-03-05,68424,LS1 5AT,5.0,1,2,12141,Trinity Unit (Rolling Shifts) Volunteer Ambassadors,LEEDS 2023 Events
2023-03-08,74191,,2.0,2,10,12793,Website Testers - Workshop 2,LEEDS 2023 Events
2023-03-10,67892,LS1 7BR,4.0,1,2,12143,Watson Dance Project - Jesús Rubio Gamo | Gran Bolero,Partner Events
2023-03-10,67894,LS1 7BR,4.0,1,2,12143,Watson Dance Project - Jesús Rubio Gamo | Gran Bolero,Partner Events
2023-03-10,67898,LS1 7BR,16.0,4,4,12143,Watson Dance Project - Jesús Rubio Gamo | Gran Bolero,Partner Events
2023-03-11,67899,LS1 7BR,6.0,2,2,12143,Watson Dance Project - Jesús Rubio Gamo | Gran Bolero,Partner Events
2023-03-11,67900,LS1 7BR,15.0,5,6,12143,Watson Dance Project - Jesús Rubio Gamo | Gran Bolero,Partner Events
2023-03-11,68430,LS1 5AT,10.0,2,2,12141,Trinity Unit (Rolling Shifts) Volunteer Ambassadors,LEEDS 2023 Events
2023-03-12,68431,LS1 5AT,5.0,1,2,12141,Trinity Unit (Rolling Shifts) Volunteer Ambassadors,LEEDS 2023 Events
2023-03-14,71502,LS2 3AD,346.0,173,300,12541,Season 2: Playing - A Volunteer Update,
2023-03-14,71503,LS2 3AD,24.0,8,8,12542,SUPPORT - Season 2: Playing - A Volunteer Update,
2023-03-17,68434,LS1 5AT,10.0,2,2,12141,Trinity Unit (Rolling Shifts) Volunteer Ambassadors,LEEDS 2023 Events
2023-03-18,68436,LS1 5AT,5.0,1,2,12141,Trinity Unit (Rolling Shifts) Volunteer Ambassadors,LEEDS 2023 Events
2023-03-18,72797,LS10 1LT,0.8,2,5,12624,Meet the Team Spring 2023,
2023-03-18,72799,LS10 1LT,1.6,4,5,12624,Meet the Team Spring 2023,
2023-03-18,72800,LS10 1LT,1.6,4,5,12624,Meet the Team Spring 2023,
2023-03-18,72802,LS10 1LT,1.6,4,5,12624,Meet the Team Spring 2023,
2023-03-18,72803,LS10 1LT,2.4,6,5,12624,Meet the Team Spring 2023,
2023-03-18,72804,LS10 1LT,1.2,3,5,12624,Meet the Team Spring 2023,
2023-03-18,72805,LS10 1LT,2.0,5,5,12624,Meet the Team Spring 2023,
2023-03-18,72806,LS10 1LT,0.8,2,5,12624,Meet the Team Spring 2023,
2023-03-18,72807,LS10 1LT,1.2,3,5,12624,Meet the Team Spring 2023,
2023-03-18,72808,LS10 1LT,1.6,4,5,12624,Meet the Team Spring 2023,
2023-03-18,72809,LS10 1LT,2.0,5,5,12624,Meet the Team Spring 2023,
2023-03-18,72810,LS10 1LT,2.4,6,5,12624,Meet the Team Spring 2023,
2023-03-18,72811,LS10 1LT,0.8,2,5,12624,Meet the Team Spring 2023,
2023-03-18,72813,LS10 1LT,1.2,3,5,12624,Meet the Team Spring 2023,
2023-03-18,72814,LS10 1LT,1.6,4,5,12624,Meet the Team Spring 2023,
2023-03-18,72815,LS10 1LT,0.8,2,5,12624,Meet the Team Spring 2023,
2023-03-18,72816,LS10 1LT,1.6,4,5,12624,Meet the Team Spring 2023,
2023-03-18,72817,LS10 1LT,1.2,3,5,12624,Meet the Team Spring 2023,
2023-03-18,72904,LS10 1LT,17.5,5,6,12625,Support: Meet the Team SPRING 2023,
2023-03-18,72905,LS10 1LT,14.0,4,6,12625,Support: Meet the Team SPRING 2023,
2023-03-22,72820,LS10 1LT,1.6,4,5,12624,Meet the Team Spring 2023,
2023-03-22,72822,LS10 1LT,2.0,5,5,12624,Meet the Team Spring 2023,
2023-03-22,72823,LS10 1LT,2.0,5,5,12624,Meet the Team Spring 2023,
2023-03-22,72824,LS10 1LT,2.0,5,5,12624,Meet the Team Spring 2023,
2023-03-22,72825,LS10 1LT,1.2,3,5,12624,Meet the Team Spring 2023,
2023-03-22,72827,LS10 1LT,1.6,4,5,12624,Meet the Team Spring 2023,
2023-03-22,72829,LS10 1LT,2.0,5,5,12624,Meet the Team Spring 2023,
2023-03-22,72830,LS10 1LT,1.2,3,5,12624,Meet the Team Spring 2023,
2023-03-22,72831,LS10 1LT,1.2,3,5,12624,Meet the Team Spring 2023,
2023-03-22,72832,LS10 1LT,1.6,4,5,12624,Meet the Team Spring 2023,
2023-03-22,72907,LS10 1LT,13.5,3,6,12625,Support: Meet the Team SPRING 2023,
2023-03-24,68442,LS1 5AT,10.0,2,2,12141,Trinity Unit (Rolling Shifts) Volunteer Ambassadors,LEEDS 2023 Events
2023-03-24,72835,LS10 1LT,1.6,4,5,12624,Meet the Team Spring 2023,
2023-03-24,72837,LS10 1LT,2.0,5,5,12624,Meet the Team Spring 2023,
2023-03-24,72838,LS10 1LT,2.0,5,5,12624,Meet the Team Spring 2023,
2023-03-24,72839,LS10 1LT,1.6,4,5,12624,Meet the Team Spring 2023,
2023-03-24,72840,LS10 1LT,1.6,4,5,12624,Meet the Team Spring 2023,
2023-03-24,72841,LS10 1LT,1.2,3,5,12624,Meet the Team Spring 2023,
2023-03-24,72842,LS10 1LT,0.4,1,5,12624,Meet the Team Spring 2023,
2023-03-24,72843,LS10 1LT,0.4,1,5,12624,Meet the Team Spring 2023,
2023-03-24,72845,LS10 1LT,1.2,3,5,12624,Meet the Team Spring 2023,
2023-03-24,72909,LS10 1LT,18.0,4,6,12625,Support: Meet the Team SPRING 2023,
2023-03-25,68444,LS1 5AT,5.0,1,2,12141,Trinity Unit (Rolling Shifts) Volunteer Ambassadors,LEEDS 2023 Events
2023-03-26,68445,LS1 5AT,5.0,1,2,12141,Trinity Unit (Rolling Shifts) Volunteer Ambassadors,LEEDS 2023 Events
2023-03-27,73833,LS10 1NE,21.0,7,8,12772,Culture Map: Blue Plaque Image Capturing,LEEDS 2023 Events
2023-03-27,74095,LS2 7JL,4.0,2,3,12804,As You Are - Opera North Soundwalk Support,Partner Events
2023-03-29,73958,LS2 9JU,48.857,15,35,12795,Volunteer Fieldworkers - Training Session,Partner Events
2023-03-29,74481,LS10 1LT,41.25,33,100,12846,LIVE AUDIENCE - Trailer Film for Tribe Talks,Partner Events
2023-03-30,74097,LS2 7JL,11.0,3,3,12804,As You Are - Opera North Soundwalk Support,Partner Events
2023-03-30,74098,LS2 7JL,11.0,3,3,12804,As You Are - Opera North Soundwalk Support,Partner Events
2023-03-30,75271,LS10 1NE,8.75,7,20,12932,EXPLORE: An Introduction to Yoga and Meditation,
2023-03-31,74099,LS2 7JL,7.333,2,3,12804,As You Are - Opera North Soundwalk Support,Partner Events
2023-03-31,74100,LS2 7JL,3.667,1,3,12804,As You Are - Opera North Soundwalk Support,Partner Events
2023-03-31,77587,LS2 7AU,9.0,9,30,13105,EXPLORE: Exclusive First Look at Opera North's Soundwalk,
2023-04-01,68450,LS1 5AT,5.0,1,2,12141,Trinity Unit (Rolling Shifts) Volunteer Ambassadors,LEEDS 2023 Events
2023-04-01,72882,LS10 1LT,2.0,5,5,12624,Meet the Team Spring 2023,
2023-04-01,72885,LS10 1LT,2.0,5,5,12624,Meet the Team Spring 2023,
2023-04-01,72886,LS10 1LT,1.6,4,5,12624,Meet the Team Spring 2023,
2023-04-01,72887,LS10 1LT,2.0,5,5,12624,Meet the Team Spring 2023,
2023-04-01,72888,LS10 1LT,0.4,1,5,12624,Meet the Team Spring 2023,
2023-04-01,72889,LS10 1LT,2.0,5,5,12624,Meet the Team Spring 2023,
2023-04-01,72890,LS10 1LT,1.6,4,5,12624,Meet the Team Spring 2023,
2023-04-01,72891,LS10 1LT,0.8,2,5,12624,Meet the Team Spring 2023,
2023-04-01,72892,LS10 1LT,1.2,3,5,12624,Meet the Team Spring 2023,
2023-04-01,72893,LS10 1LT,0.8,2,5,12624,Meet the Team Spring 2023,
2023-04-01,72894,LS10 1LT,0.8,2,5,12624,Meet the Team Spring 2023,
2023-04-01,72895,LS10 1LT,0.8,2,5,12624,Meet the Team Spring 2023,
2023-04-01,72897,LS10 1LT,0.4,1,5,12624,Meet the Team Spring 2023,
2023-04-01,72901,LS10 1LT,1.2,3,5,12624,Meet the Team Spring 2023,
2023-04-01,72902,LS10 1LT,1.2,3,5,12624,Meet the Team Spring 2023,
2023-04-01,72918,LS10 1LT,7.0,2,6,12625,Support: Meet the Team SPRING 2023,
2023-04-01,74088,LS2 7UP,3.0,1,2,12803,Leeds Piano Trail Support,Partner Events
2023-04-01,74089,LS2 7UP,6.0,2,2,12803,Leeds Piano Trail Support,Partner Events
2023-04-01,74101,LS2 7JL,11.0,3,3,12804,As You Are - Opera North Soundwalk Support,Partner Events
2023-04-01,74102,LS2 7JL,7.333,2,3,12804,As You Are - Opera North Soundwalk Support,Partner Events
2023-04-02,74091,LS2 7UP,6.0,2,2,12803,Leeds Piano Trail Support,Partner Events
2023-04-02,74093,LS2 7UP,6.0,2,2,12803,Leeds Piano Trail Support,Partner Events
2023-04-02,74103,LS2 7JL,11.0,3,3,12804,As You Are - Opera North Soundwalk Support,Partner Events
2023-04-02,74104,LS2 7JL,7.333,2,3,12804,As You Are - Opera North Soundwalk Support,Partner Events
2023-04-03,77802,LS26,38.0,19,45,13110,EXPLORE: Performer Route Researchers,
2023-04-04,74105,LS2 7JL,7.333,2,3,12804,As You Are - Opera North Soundwalk Support,Partner Events
2023-04-04,74106,LS2 7JL,9.0,3,3,12804,As You Are - Opera North Soundwalk Support,Partner Events
2023-04-04,74107,LS2 7JL,8.0,3,3,12804,As You Are - Opera North Soundwalk Support,Partner Events
2023-04-04,78492,LS2 8NG,19.8,6,10,12909,Exhibition - Waking the Artist Beat 4,LEEDS 2023 Events
2023-04-05,74108,LS2 7JL,7.333,2,3,12804,As You Are - Opera North Soundwalk Support,Partner Events
2023-04-05,74109,LS2 7JL,3.667,1,3,12804,As You Are - Opera North Soundwalk Support,Partner Events
2023-04-05,78493,LS2 8NG,19.2,4,10,12909,Exhibition - Waking the Artist Beat 4,LEEDS 2023 Events
2023-04-05,78497,LS2 8NG,8.6,2,10,12909,Exhibition - Waking the Artist Beat 4,LEEDS 2023 Events
2023-04-06,74110,LS2 7JL,7.333,2,3,12804,As You Are - Opera North Soundwalk Support,Partner Events
2023-04-06,74111,LS2 7JL,7.333,2,3,12804,As You Are - Opera North Soundwalk Support,Partner Events
2023-04-06,77554,LS2 7JL,4.0,1,1,12804,As You Are - Opera North Soundwalk Support,Partner Events
2023-04-06,78501,LS2 8NG,33.6,7,10,12909,Exhibition - Waking the Artist Beat 4,LEEDS 2023 Events
2023-04-06,78509,LS2 8NG,12.9,3,10,12909,Exhibition - Waking the Artist Beat 4,LEEDS 2023 Events
2023-04-07,68455,LS1 5AT,10.0,2,2,12141,Trinity Unit (Rolling Shifts) Volunteer Ambassadors,LEEDS 2023 Events
2023-04-07,74112,LS2 7JL,7.333,2,3,12804,As You Are - Opera North Soundwalk Support,Partner Events
2023-04-07,78513,LS2 8NG,9.6,2,10,12909,Exhibition - Waking the Artist Beat 4,LEEDS 2023 Events
2023-04-07,78515,LS2 8NG,17.2,4,10,12909,Exhibition - Waking the Artist Beat 4,LEEDS 2023 Events
2023-04-08,68457,LS1 5AT,5.0,1,2,12141,Trinity Unit (Rolling Shifts) Volunteer Ambassadors,LEEDS 2023 Events
2023-04-08,74114,LS2 7JL,11.0,3,3,12804,As You Are - Opera North Soundwalk Support,Partner Events
2023-04-08,74115,LS2 7JL,3.667,1,3,12804,As You Are - Opera North Soundwalk Support,Partner Events
2023-04-08,78519,LS2 8NG,4.8,1,10,12909,Exhibition - Waking the Artist Beat 4,LEEDS 2023 Events
2023-04-08,78522,LS2 8NG,8.6,2,10,12909,Exhibition - Waking the Artist Beat 4,LEEDS 2023 Events
2023-04-11,73907,LS10 1LT,180.0,60,80,12781,Induction/Training SPRING,
2023-04-11,73913,LS10 1LT,14.0,4,6,12782,SUPPORT: Induction/Training,
2023-04-11,74116,LS2 7JL,7.333,2,3,12804,As You Are - Opera North Soundwalk Support,Partner Events
2023-04-11,74117,LS2 7JL,11.0,3,3,12804,As You Are - Opera North Soundwalk Support,Partner Events
2023-04-11,74635,LS10 1LT,2.0,2,25,12860,Volunteer Uniform Collection,
2023-04-12,73908,LS10 1LT,216.0,72,80,12781,Induction/Training SPRING,
2023-04-12,73914,LS10 1LT,17.5,5,6,12782,SUPPORT: Induction/Training,
2023-04-12,74118,LS2 7JL,3.667,1,3,12804,As You Are - Opera North Soundwalk Support,Partner Events
2023-04-12,74119,LS2 7JL,3.667,1,3,12804,As You Are - Opera North Soundwalk Support,Partner Events
2023-04-12,78714,,4.0,4,10,12793,Website Testers - Workshop 2,LEEDS 2023 Events
2023-04-13,74120,LS2 7JL,11.0,3,3,12804,As You Are - Opera North Soundwalk Support,Partner Events
2023-04-13,74121,LS2 7JL,3.667,1,3,12804,As You Are - Opera North Soundwalk Support,Partner Events
2023-04-14,74122,LS2 7JL,7.333,2,3,12804,As You Are - Opera North Soundwalk Support,Partner Events
2023-04-14,74123,LS2 7JL,11.0,3,3,12804,As You Are - Opera North Soundwalk Support,Partner Events
2023-04-15,73909,LS10 1LT,183.0,61,80,12781,Induction/Training SPRING,
2023-04-15,73910,LS10 1LT,150.0,50,80,12781,Induction/Training SPRING,
2023-04-15,73915,LS10 1LT,17.5,5,6,12782,SUPPORT: Induction/Training,
2023-04-15,73916,LS10 1LT,14.0,4,6,12782,SUPPORT: Induction/Training,
2023-04-15,74124,LS2 7JL,7.333,2,3,12804,As You Are - Opera North Soundwalk Support,Partner Events
2023-04-15,74125,LS2 7JL,11.0,3,3,12804,As You Are - Opera North Soundwalk Support,Partner Events
2023-04-15,74644,LS10 1LT,1.0,1,25,12860,Volunteer Uniform Collection,
2023-04-15,74646,LS10 1LT,1.0,1,25,12860,Volunteer Uniform Collection,
2023-04-16,74126,LS2 7JL,11.0,3,3,12804,As You Are - Opera North Soundwalk Support,Partner Events
2023-04-16,74127,LS2 7JL,7.333,2,3,12804,As You Are - Opera North Soundwalk Support,Partner Events
